CHAIN,ITER,p[1],p[2],p[3],p[4],p[5],p[6],phi[1],phi[2],phi[3],phi[4],phi[5],phi[6],survship[1],survship[2],survship[3],survship[4],survship[5],survship[6]
1,3565,1,0.7026961747839489,0.7675751679150911,0.8414693941036296,0.931840337325025,0.9132158282903976,1,0.9802022777366148,0.5937267418341095,0.9687146709726248,0.8965047920805492,0.7071999564454473,1,0.9802022777366148,0.5819723046989331,0.5637651096616071,0.5054181224194471,0.35743167416177274
1,3570,1,0.8252850036628543,0.6545255405261837,0.8437293940613132,0.6534649618436534,0.93995252955844,1,0.8436372392096869,0.720819862943397,0.9321262669029612,0.9096797743487315,0.7042659029916315,1,0.8436372392096869,0.6081104791410723,0.5668357507863387,0.5156390178681104,0.36314697853660277
1,3575,1,0.6161629788004843,0.7324623833968502,0.9821841451625453,0.8106614805477673,0.8697950089048581,1,0.9291944533231921,0.39492808301485316,0.9770903552841299,0.8832036526750121,0.8591155286427841,1,0.9291944533231921,0.3669649841989627,0.35855794678779956,0.3166796882986372,0.2720644378231158
1,3580,1,0.7468487080526246,0.7716387710901518,0.9561270580322828,0.9463890831090652,0.7699032894986346,1,0.8336428148609719,0.8013299738990141,0.9968045102117231,0.9463262870258812,0.6079270670927025,1,0.8336428148609719,0.6680229750736433,0.6658883144784611,0.6301476162143244,0.3830837921606321
1,3585,1,0.5511917952116555,0.9199578677657535,0.8976547446707004,0.9569986774631511,0.8593573414567582,1,0.8621785918330152,0.7198777954264197,0.6329346573826229,0.5833682233552832,0.7540164556299219,1,0.8621785918330152,0.6206632239526059,0.3928392650024367,0.22916994408866675,0.1727979089786439
1,3590,1,0.8354518766843806,0.3109918990220496,0.8469015564065433,0.8514461967431907,0.6748673801585483,1,0.9235690464427891,0.6640380556595662,0.9446651395836241,0.8666311682498797,0.6911642521517817,1,0.9235690464427891,0.6132849938672293,0.5793489543361282,0.502081861120665,0.3470210340604391
1,3595,1,0.562305569757528,0.635650916539404,0.8752078532802071,0.9010861521183224,0.7749899509134367,1,0.8129329668001799,0.8638686949107223,0.9612820954343582,0.7795839206966946,0.5308381406616192,1,0.8129329668001799,0.7022673410795729,0.675077021188087,0.5262791909500544,0.2793690671928281
1,3600,1,0.3915454773321669,0.8461061982724755,0.8177925506637185,0.8265254023676111,0.49935886420753683,1,0.9859407999493869,0.6615174812509435,0.9635561432414345,0.9999793252433282,0.8714871440334624,1,0.9859407999493869,0.6522170746450587,0.6284477690012036,0.6284347759964986,0.5476728281444972
1,3605,1,0.9189123065953707,0.5854262461490758,0.9311748334642861,0.9082600979061815,0.7279311470917929,1,0.7873579560027966,0.8718543004583441,0.9199836754542113,0.7633050610524041,0.9529852910330779,1,0.7873579560027966,0.6864614199411299,0.6315333001749575,0.4820525642466722,0.4593890032318564
1,3610,1,0.6000751286663083,0.6275029392192801,0.6340566130299464,0.8642205489395514,0.9142809556048669,1,0.9353840927599784,0.6587188829540009,0.9062152679422291,0.9590704158692318,0.8362865742222614,1,0.9353840927599784,0.6161551647157946,0.5583692176869121,0.5355153978155643,0.4478443374824498
1,3615,1,0.6456624794493883,0.5630054541783888,0.9933405615578712,0.8872933052062704,0.6991387322540774,1,0.8959158739552264,0.6040120016958787,0.8875895711394683,0.9988570087360429,0.8739645714660769,1,0.8959158739552264,0.5411439403788089,0.480313717965549,0.4797647235819556,0.41929737104984466
1,3620,1,0.6252807405789905,0.38594157184261213,0.9131558271131955,0.8059948007177521,0.8848882721065454,1,0.9785905536285592,0.8140041435855977,0.7591038732412317,0.9164442602190743,0.47214619932409135,1,0.9785905536285592,0.7965767655273712,0.6046845080458,0.554159646641968,0.2616443709807867
1,3625,1,0.868647348230037,0.34418224639259776,0.8301286698242719,0.7975679828808602,0.8038332748188304,1,0.9333585152271606,0.8559722473874829,0.8939422251229058,0.9000660057130945,0.6683095749226518,1,0.9333585152271606,0.7989289858972368,0.7141963553681625,0.6428238608710718,0.42960534120888383
1,3630,1,0.8263690901542773,0.7558667923943244,0.8557445752529238,0.8556109016746959,0.9824012826364339,1,0.8139171616755946,0.6580065796050084,0.9342506074278875,0.9892010886464007,0.3091535052475959,1,0.8139171616755946,0.5355628476359746,0.5003499157197184,0.49494668133408026,0.15301450144509576
1,3635,1,0.934034250315255,0.5820511147293325,0.8566129252473788,0.8382379057636007,0.9487170424720948,1,0.835437671585858,0.7440918462938737,0.9542996688854382,0.9741163612607597,0.5744508640010121,1,0.835437671585858,0.621642359513776,0.5932330978491589,0.577878066656271,0.3319625546779293
1,3640,1,0.7962904390098321,0.70427904214192,0.7873450693089928,0.7668911947059657,0.9006522816996939,1,0.908530770780374,0.6500208791989632,0.9483825060893349,0.9036329033579942,0.714506022707978,1,0.908530770780374,0.5905639704019705,0.5600805382558887,0.5061072028984768,0.3616166446068503
1,3645,1,0.8733396528811346,0.46289059977941804,0.8903946585309184,0.9173625456336013,0.7540609918245553,1,0.7452661236085034,0.7586453263591177,0.9834579836263448,0.9046180093980328,0.7056785107855738,1,0.7452661236085034,0.5653926615693676,0.5560399269041427,0.5030037318218533,0.35495892439163157
1,3650,1,0.920469276694771,0.7533971695725905,0.920907305038145,0.8561877480237935,0.6411843688164794,1,0.7487403524747703,0.6159463015760005,0.8859379718471795,0.956398520796506,0.7584611082724321,1,0.7487403524747703,0.4611838509475458,0.40858028555714065,0.39076558073346335,0.29638049543782313
1,3655,1,0.7265579297994698,0.5241401240196852,0.9127962745546238,0.9244809628015375,0.8834780932757262,1,0.9530164594901674,0.8265406638632671,0.823740521736357,0.9923897781208799,0.9935848506719291,1,0.9530164594901674,0.7877068570996234,0.6488660574425498,0.6439280427755821,0.6397971482246444
1,3660,1,0.7203666240622766,0.5170772772927165,0.8979961253050979,0.6647975944868298,0.8750617238532159,1,0.7875163211225202,0.8405137277930248,0.8738636457676323,0.8114964309941418,0.8209868707570369,1,0.7875163211225202,0.6619182787645382,0.5784263202814154,0.46939089450144295,0.3853637616385861
1,3665,1,0.540194328247048,0.49324886309131,0.914856691656814,0.8966106738675121,0.4808380098181042,1,0.970778530699464,0.5688833057747025,0.9085411285790663,0.9884249596189412,0.8897363407200379,1,0.970778530699464,0.5522596997194196,0.5017506508518177,0.49594286680698535,0.44125839151905233
1,3670,1,0.842278221327345,0.7947740496829736,0.8732710659319206,0.9452881773014535,0.7810087037370985,1,0.9046694672111212,0.593899094416765,0.8927608052181741,0.9412304900574926,0.8166340259274878,1,0.9046694672111212,0.5372823773231822,0.479664647808579,0.4514749915201234,0.3686898399306568
1,3675,1,0.608185913752002,0.739125353205164,0.8618894109696413,0.8605734449718382,0.7972412861966405,1,0.9186458702171523,0.524927537124183,0.9821953664149293,0.8994681295326774,0.8583501503716652,1,0.9186458702171523,0.48222251414239165,0.4736367189716148,0.4260211336913928,0.36567530416551425
1,3680,1,0.6373055572990863,0.6980516010402003,0.9077631455969066,0.7184330768875182,0.7023019502304106,1,0.9008161780422645,0.7076642108760762,0.9788075515228593,0.896047030911249,0.9243230534742706,1,0.9008161780422645,0.6374753697786821,0.6239657058492012,0.5591026181166185,0.5167914391830118
1,3685,1,0.8941883453768318,0.8180403970901803,0.6573650939845312,0.771110519241728,0.8080496928396355,1,0.9381453020931968,0.4863632841461823,0.9284314164252992,0.7935428107818769,0.8051508918382806,1,0.9381453020931968,0.4562794301323595,0.4236241576035149,0.33616390473979807,0.27066266770508723
1,3690,1,0.6263552957852834,0.7639243711370385,0.8300474137977742,0.9485806519089526,0.8178624241693301,1,0.8439662388563831,0.6185586286539726,0.9506515993387191,0.9448212643255917,0.5295964460662703,1,0.8439662388563831,0.5220425993372554,0.496280631982904,0.46889649417039103,0.24832591688557273
1,3695,1,0.7602820997302605,0.7688959521492225,0.9651624539974213,0.6019607516236625,0.9742501218238165,1,0.843485107198586,0.5930459614743278,0.8221427783700854,0.9875294095300587,0.8481974273654422,1,0.843485107198586,0.5002254363878619,0.4112567300833052,0.40612811582442915,0.34447682302305516
1,3700,1,0.7140715686130099,0.8033950813080578,0.9596064729259179,0.9183223649600867,0.967067245237675,1,0.9074979434912593,0.5282314246342081,0.9288581724401636,0.8920495544005032,0.5064187332777703,1,0.9074979434912593,0.47936893154300203,0.4452657496776267,0.3971991135897329,0.20114907196316575
1,3705,1,0.667892668835833,0.8061471046822577,0.9188399416858741,0.8144781822471097,0.9617488404701946,1,0.9343442407037805,0.6154539429871602,0.8305106991312518,0.9179850997801053,0.579699851789629,1,0.9343442407037805,0.575045847048486,0.477581728464761,0.4384129106578788,0.2541478993310322
1,3710,1,0.4975607568432568,0.7368254381301056,0.8823757486308955,0.923204583231436,0.972520729562061,1,0.9728462152373024,0.7240510196857934,0.9686379236630134,0.9621751571756665,0.7382822139728833,1,0.9728462152373024,0.7043902941400337,0.6822991519641816,0.6564912937819604,0.48467584582726825
1,3715,1,0.7571128495998294,0.8121533154638526,0.9000973740858456,0.9455585323482657,0.9562773395639554,1,0.6576559268075761,0.45994440573386053,0.8808443555728125,0.9799899211189314,0.799979251583138,1,0.6576559268075761,0.3024851644328619,0.2664423497352004,0.2611108172997418,0.2088832362037089
1,3720,1,0.7793999015555174,0.8693509024407211,0.9412476187047383,0.8062533905340783,0.9559956777843628,1,0.7161874394069594,0.5854638236661623,0.8892814176824062,0.96060774299196094,0.6492698129597791,1,0.7161874394069594,0.4193018367368764,0.37287733181020627,0.3581888521230668,0.23256120902222155
1,3725,1,0.650928941679883,0.855137038666298,0.9482666851568573,0.8567239912324137,0.7797078686164498,1,0.8555939578230427,0.7238246998227773,0.8503268407155269,0.6698822871366293,0.8844402047284619,1,0.8555939578230427,0.6193000396914459,0.5266074462058276,0.3527650004875393,0.31199954925223516
1,3730,1,0.8372469235573822,0.50368597364786,0.8136252939578383,0.9985260603322794,0.8937860357770917,1,0.8939933072856505,0.5594896287929678,0.99358604795227,0.8306017437531514,0.7050358595812518,1,0.8939933072856505,0.5001799836366462,0.49697185320636633,0.4127856878694431,0.2910287122698711
1,3735,1,0.8364695469073657,0.8507547798482468,0.9333296616849072,0.939129828276421,0.7749469115046921,1,0.6920711791284874,0.6943932290692514,0.9898695310397939,0.9857324816770906,0.9490229420214193,1,0.6920711791284874,0.4805695408207946,0.4757011460042891,0.4689140711874439,0.44501021139354924
1,3740,1,0.6192637620579878,0.5065010005931997,0.9011312500680116,0.9172434749932532,0.86452097316253,1,0.8530280047467196,0.6535572937396636,0.97244168959155,0.8694642182885869,0.7867670114861967,1,0.8530280047467196,0.557502674266411,0.5421388425154362,0.47137032491156305,0.37085862183394797
1,3745,1,0.8458603967915314,0.6828488441158692,0.7099201169024174,0.6856187132845412,0.7346077625928249,1,0.9201996213185017,0.8687924880362088,0.6556012528957724,0.9655619378526854,0.8574736918283845,1,0.9201996213185017,0.7994625184952783,0.524128628768714,0.5060786544779903,0.43394913221078374
1,3750,1,0.6654617837475293,0.6098413788512256,0.9823696363587787,0.718697481275848,0.631142424564027,1,0.8662030569439074,0.7555088418762934,0.9327226751240368,0.8977268535557861,0.8805200432019586,1,0.8662030569439074,0.6544240683813966,0.6103961677262518,0.547969031075398,0.4824977149158448
1,3755,1,0.727041877091097,0.8254418337418423,0.8612223894940514,0.9650894492568394,0.7378309883270434,1,0.7352035111200986,0.7512331243169473,0.9998215453628085,0.9444958996445325,0.9456251022902842,1,0.7352035111200986,0.5523092306675412,0.552210668524165,0.5215607121610399,0.49320090178787684
1,3760,1,0.6408229350986865,0.5742566718531685,0.9356775689737131,0.7101537682631573,0.8491668103205954,1,0.9290874844541223,0.7076213057468569,0.8181697002719868,0.9659755418042,0.8532427026295786,1,0.9290874844541223,0.6574420989024886,0.537899205005235,0.5195974759909804,0.44334275469405166
1,3765,1,0.6972949799017605,0.7942502082023126,0.8608220712113213,0.9383427288973286,0.9203121772698425,1,0.9327999264662522,0.5568981433201087,0.9010320011827317,0.8628190648224235,0.8753076741611654,1,0.9327999264662522,0.5194745471381897,0.46806319077141645,0.40385384453919315,0.353496369364646
1,3770,1,0.7899891406183761,0.4845845576276414,0.8315530986300667,0.7930161788153083,0.6612220590708378,1,0.9158141354699522,0.6992702519483218,0.9956499510114765,0.9578756656833369,0.9410022229954136,1,0.9158141354699522,0.640401581247908,0.6376158029971517,0.6107566617461121,0.5747233764123494
1,3775,1,0.7273053427911473,0.8240027941611181,0.8305606212319336,0.891934589964648,0.4688809369559625,1,0.9923259425892523,0.39416883829814287,0.9292244558716833,0.9955304581099175,0.8202910234003135,1,0.9923259425892523,0.3911439640035152,0.3634605371186597,0.36183603502261596,0.2968108514718133
1,3780,1,0.6954847523675536,0.6765274990840716,0.7805467068336291,0.8599575941807998,0.8716959269760094,1,0.8436220115206983,0.7427929512375171,0.9629590346169284,0.7919885794348431,0.7099900194224362,1,0.8436220115206983,0.6266364836663901,0.6034252633671336,0.47790591712923225,0.3393084313846808
1,3785,1,0.7413615329074715,0.751266613152658,0.8641315710162953,0.9021943947792639,0.9258351434558406,1,0.8355401877513549,0.7273976351086735,0.982410247853486,0.9700995421524771,0.7070120599263645,1,0.8355401877513549,0.6077699566085926,0.5970794337097498,0.5792264852704886,0.40952011051499615
1,3790,1,0.7400037994159756,0.7148287470514882,0.7687435930746471,0.8073467376450609,0.746182869001526,1,0.8149286487093989,0.5931869740433179,0.8232474283167761,0.9511011292958276,0.8589711776114208,1,0.8149286487093989,0.4834050591891383,0.39796197181277704,0.3785020808079265,0.3251223780799578
1,3795,1,0.5503052968402907,0.8053886219166317,0.8641451236933455,0.9036615428699077,0.6227270848188378,1,0.7867860025864818,0.627742082868259,0.9865178496503207,0.9773189830723832,0.6438295064884704,1,0.7867860025864818,0.4938986840352295,0.48723986771955785,0.4761887720320008,0.30658438209271377
1,3800,1,0.6320451564608996,0.6728488874872628,0.9754130818768866,0.8607657974863452,0.5559727852216478,1,0.9254471618603624,0.5163554619374379,0.9543013363785389,0.8387482432871923,0.9445573014143267,1,0.9254471618603624,0.47785969676109824,0.4560221472205594,0.3824877748812976,0.36128162046584894
1,3805,1,0.7205343755714531,0.5444915156890308,0.7447599337607718,0.8104128342559644,0.7370937793801557,1,0.8353476123114847,0.8864587926906807,0.8957340920666933,0.9825137262521672,0.9316799839937443,1,0.8353476123114847,0.7405012358866816,0.663292202201221,0.6516936931787275,0.6071699696295809
1,3810,1,0.7084873518859883,0.8450322501133588,0.8067193187134318,0.7463349218528428,0.816054070335709,1,0.5165910039777997,0.5637808510976029,0.9539096243899299,0.9734880752511654,0.9560756181690043,1,0.5165910039777997,0.2912441158919691,0.27782056519628545,0.2704550072781228,0.25857543827033386
1,3815,1,0.6987423144263573,0.6189481079437003,0.7611276919614962,0.9815904134694899,0.84460970316483,1,0.8766322442208472,0.7384455458618246,0.865066790244578,0.981487266080054,0.9271468918345747,1,0.8766322442208472,0.6473451761037399,0.5599968136723733,0.549629741664839,0.5095875066443957
1,3820,1,0.7670951300293112,0.7801744760090552,0.8970315907702389,0.9484264020462647,0.9325442657905654,1,0.8147953139930353,0.758564954947877,0.8737042349424631,0.963800592975663,0.7176510434625161,1,0.8147953139930353,0.6180751706508681,0.540014894110449,0.5204666751593406,0.3735134525155672
1,3825,1,0.7093265220884151,0.7379011015315414,0.8211752698890435,0.8758070680022566,0.608603629877091,1,0.8612223127233255,0.5788044195586154,0.9835793430912032,0.8920324921271721,0.9935762774068464,1,0.8612223127233255,0.49847928082675275,0.4902939235801529,0.43735811052601303,0.4345486433501281
1,3830,1,0.6388042347783982,0.6985258840198225,0.8948015425641846,0.9227506568078544,0.6720921274976488,1,0.9697414596555467,0.5368707010241819,0.944880059778205,0.9047131248786776,0.9727181949807406,1,0.9697414596555467,0.5206257772574867,0.4919289155371285,0.44505454639377456,0.4329126550361247
1,3835,1,0.781650029480135,0.7585135641842389,0.8273113040218024,0.910250483985749,0.793996234014897,1,0.9867603407311176,0.4925614477883511,0.9878140153572712,0.9603665401511343,0.9110247012795457,1,0.9867603407311176,0.4860401020506459,0.4801172248313064,0.461088518078206,0.420063029445626
1,3840,1,0.5813928043244715,0.7981562576956029,0.7991097669894176,0.9025029429698351,0.8002131569116975,1,0.8323179558980086,0.7089601817077149,0.9257446014243959,0.9154548795027937,0.7459871255077473,1,0.8323179558980086,0.590080289252046,0.5462636421820276,0.5000797167305053,0.37305303040851817
1,3845,1,0.6873438065573345,0.6057113718050936,0.7958040571709843,0.6853511156711622,0.7261444312223655,1,0.685450147012473,0.7916588691404329,0.8790827039746474,0.92527843009147,0.7375520364213072,1,0.685450147012473,0.5426426882360379,0.4770278016666078,0.441383535436064,0.32554332540370523
1,3850,1,0.766532879554555,0.7463065269753364,0.8940669443879004,0.8072586463079294,0.7300095446547508,1,0.9336063819226297,0.6500218111747524,0.7794283366787573,0.9894312140136243,0.9460768411117342,1,0.9336063819226297,0.6068645113016554,0.4730073966332162,0.46800828268822703,0.44277179769980535
1,3855,1,0.7198362736311252,0.7476865992857787,0.8694430234807436,0.6635970368443619,0.8436092639443487,1,0.9605392209062699,0.733870870025786,0.907675049505357,0.8590972901173992,0.843676244678839,1,0.9605392209062699,0.704911753740375,0.6398308109732029,0.5496769158406966,0.46374935614312507
1,3860,1,0.7302571885831788,0.7557740259201042,0.8536356006371023,0.7919242111801725,0.983203632520748,1,0.8594661637493451,0.6305346209050222,0.7415831224863786,0.9241583516196616,0.45327270320674506,1,0.8594661637493451,0.5419231717403871,0.40188107784695826,0.37140175445017787,0.16834627721535989
1,3865,1,0.5737478844682283,0.6061842718362255,0.9313078145676648,0.833547487424894,0.9509561536934432,1,0.9376002391836198,0.7702100313824866,0.9061039102488672,0.9387263782732338,0.48036089313215724,1,0.9376002391836198,0.7221491096458427,0.654342132032836,0.6142482197547703,0.295060823446239
1,3870,1,0.7681956532760645,0.789870047150924,0.7279430267392765,0.5294752456433189,0.6341861989837724,1,0.8415679089174684,0.7902298693459998,0.8833419537843302,0.9750493752343647,0.9125927465760877,1,0.8415679089174684,0.6650320987096373,0.5874507534034645,0.572793490087005,0.5227271843394029
1,3875,1,0.7452989989765387,0.26707723346845663,0.8340187005080254,0.8745643065249608,0.8721066749167515,1,0.8682809290432294,0.8197945951505136,0.9215270325744277,0.9968426364463632,0.9893023828936577,1,0.8682809290432294,0.7118120127019061,0.6559540118160183,0.6538829265262486,0.6468879373458962
1,3880,1,0.6428840902607114,0.48915799584786446,0.9279200380217736,0.6409883257607503,0.6902269624455043,1,0.9677330800550157,0.8006646948765015,0.9773316500419877,0.9896231248634362,0.9065640341279597,1,0.9677330800550157,0.7748297112641461,0.7572656002113449,0.7494075496327367,0.679385931401003
1,3885,1,0.7509768034870274,0.7457996023109918,0.8622509268328344,0.8281102990328044,0.6315607111078675,1,0.9927995699599323,0.8201965140977134,0.9760563308277312,0.9864390737131306,0.9185546135316393,1,0.9927995699599323,0.8142907464788455,0.7947936382351162,0.784015500293737,0.7201610548751284
1,3890,1,0.746404915971145,0.617547273822668,0.9124371361386462,0.8406712793269588,0.6019729387735991,1,0.8799117969314402,0.6437754197579015,0.9801883651813741,0.8245147834511032,0.9163507114948408,1,0.8799117969314402,0.5664655864194673,0.555242977084006,0.4578060430131651,0.4195108932417515
1,3895,1,0.5146900893032791,0.489660075857555,0.7366574329362503,0.7633303506485636,0.7815642406030057,1,0.9101380134385243,0.7034363191497235,0.928227848338469,0.8581093938096438,0.7376276164505169,1,0.9101380134385243,0.6402241340914371,0.5942738704420542,0.5099519907219419,0.3761546714204221
1,3900,1,0.5834838415001589,0.6897741500574022,0.9578586326224581,0.7495734168104065,0.8926769279856243,1,0.9275751974502305,0.5378379876563405,0.9765892932762205,0.9100368653045537,0.7791461907975716,1,0.9275751974502305,0.4988851775965647,0.48720592301501087,0.4433753509383922,0.3454542157771848
1,3905,1,0.7351063588388334,0.708740394713254,0.8493536684839164,0.9099483953890641,0.8602610589605892,1,0.8383830921109265,0.5543339117581338,0.8838559059619022,0.9927884073321795,0.8724202696884178,1,0.8383830921109265,0.46474417900172976,0.4107668873720943,0.4078046038989383,0.35577700251369015
1,3910,1,0.7435943449776787,0.7219657617441203,0.9438895823894916,0.9857732316767396,0.78932854422911,1,0.9467637428088622,0.6987592965295417,0.9746156761062605,0.9735126192584431,0.8487704823129318,1,0.9467637428088622,0.6615599669047966,0.6447667144297536,0.6276885329751701,0.5327634988756318
1,3915,1,0.8885743759964024,0.6354848354729381,0.7681266399169017,0.812724509699929,0.9769165369502532,1,0.8459415655183575,0.8004188482602995,0.6163764456768258,0.9520607302489156,0.7941848955241811,1,0.8459415655183575,0.6771075735677184,0.4173531595365301,0.39734555384004105,0.3155658371634509
1,3920,1,0.5749458034526175,0.7181894371442974,0.8565466357272618,0.849124993932626,0.8668093885582897,1,0.9805789133955183,0.8311586303551737,0.9022654102755074,0.9745717433691019,0.7228643601401321,1,0.9805789133955183,0.8150166266129835,0.7353613109923236,0.7166623548599771,0.5180496745823776
1,3925,1,0.6075712801574622,0.6536408075379841,0.9622506353774898,0.643173156955922,0.7798157107774083,1,0.8552728414235822,0.8423755805819055,0.7630436690896361,0.9943554255116482,0.6762407056509142,1,0.8552728414235822,0.7204609563501261,0.5497431715692284,0.5466401052878431,0.36966029053694105
1,3930,1,0.7598174338196684,0.7692995527894898,0.7108749923948101,0.8971280156253123,0.8219726101144157,1,0.9404787327316111,0.7037845003997099,0.7149048909075718,0.8818509320400281,0.5922025524393213,1,0.9404787327316111,0.6618943550520692,0.4731915116908371,0.41728437561799453,0.24711687233402485
1,3935,1,0.5933928146474823,0.78839665389231,0.9565143173977502,0.8396896054606842,0.79409681696437,1,0.843101757725252,0.7045254488399486,0.9212444328430058,0.9595618880504245,0.8608705603089234,1,0.843101757725252,0.5939866442791327,0.5472068892252498,0.5250788757791802,0.4520249459984025
1,3940,1,0.7761819691383465,0.5715195205371821,0.8972863302848657,0.8111739071348326,0.7916154362724459,1,0.8772907957474068,0.8055553708740602,0.9498591638039198,0.9348292871187069,0.9422443243094436,1,0.8772907957474068,0.7067063123327016,0.6712714668872918,0.6275242268533756,0.5912811411192649
1,3945,1,0.795954179291423,0.5855957458377632,0.564985649451288,0.5372671071563084,0.6569656336487621,1,0.6748237728434393,0.5576623658321919,0.9825141237404948,0.981830384103825,0.9495065330867125,1,0.6748237728434393,0.376323821683678,0.36974346990421314,0.36302537307593463,0.3446949634118411
1,3950,1,0.7904907761446799,0.8054006125089768,0.6588298494993297,0.8058777528761938,0.9527425610462209,1,0.9555580449422449,0.7705991489881798,0.9794154116673333,0.8273229348332145,0.7111855784640552,1,0.9555580449422449,0.7363522162413029,0.7211947090021289,0.5966609232378274,0.42433664383979147
1,3955,1,0.5784900401283702,0.46409154451638707,0.9322845045470471,0.810571596569483,0.9623142019407056,1,0.8172374848861661,0.7775083071529468,0.9002486326308791,0.8778774145287029,0.7768349587760668,1,0.8172374848861661,0.635408933415775,0.5720260234689967,0.5021687265260979,0.3901022219695312
1,3960,1,0.8030920338918338,0.5403965352330835,0.8351309769244523,0.966630861976525,0.5349148417517918,1,0.7636413445878334,0.7406252044578646,0.8878847468776685,0.9632180283823135,0.7416473830119643,1,0.7636413445878334,0.5655720269678427,0.5021627760054329,0.48369223903094244,0.35872908326049596
1,3965,1,0.7666634440774103,0.6133361552424677,0.8566329837404039,0.8734116152963688,0.6195105262188569,1,0.8829759317536225,0.7649829859036029,0.973957210416057,0.919972481724346,0.8426318415900393,1,0.8829759317536225,0.6754615647539021,0.6578706613509753,0.6052229049766935,0.5099800909929847
1,3970,1,0.7708360836939613,0.5990312706971541,0.8153808293056035,0.8658721968383952,0.6675073858167269,1,0.9060776782117249,0.7334190199802688,0.954938688180779,0.9947911715225796,0.8499467537052495,1,0.9060776782117249,0.6645346027800406,0.6345898018295071,0.631284332398257,0.5365580689868842
1,3975,1,0.5499273319366182,0.5797906288000167,0.9749900559397933,0.8272015926426788,0.7387776342239812,1,0.7868142968305083,0.724672884096794,0.9695727739344346,0.9027483989301746,0.9723511783870267,1,0.7868142968305083,0.5701829857327554,0.5528338991271258,0.49906991731133843,0.48527122219519586
