season,radio_tag_id,pit_tag_id,tag_id,srr,length,weight,tag_purpose,release_site,duty_cycle,activation_time,release_time,notes
18_19,2390B,3DD.00776ECBA7,2390,11W,116,17.100000000000001,fish,LLRTP,batch_3,2018-10-21T22:23:03Z,2018-10-23T00:00:00Z,"NA"
18_19,2395B,3DD.00776F05B9,2395,11W,108,12.9,fish,LLRTP,batch_3,2018-10-21T22:00:40Z,2018-10-23T00:00:00Z,"NA"
18_19,2400B,"NA",2400,"NA","NA","NA",test,"NA",batch_3,2018-10-21T21:35:42Z,NA,"NA"
18_19,2405B,3DD.00776F759D,2405,11W,109,14.6,fish,LLRTP,batch_3,2018-10-21T22:17:29Z,2018-10-23T00:00:00Z,"NA"
18_19,2410B,3DD.0077700960,2410,11W,124,17.100000000000001,fish,LLRTP,batch_3,2018-10-21T22:18:56Z,2018-10-23T00:00:00Z,"NA"
18_19,2415B,3DD.007770D0C0,2415,11W,117,16.399999999999999,fish,LLRTP,batch_3,2018-10-21T22:11:21Z,2018-10-23T00:00:00Z,"NA"
18_19,2420B,3DD.007770225A,2420,11W,106,12.7,fish,LLRTP,batch_3,2018-10-21T21:55:45Z,2018-10-23T00:00:00Z,"NA"
18_19,3240B,3DD.00776FBD2D,3240,11W,107,15,fish,LLRTP,batch_1,2018-10-31T14:00:31Z,2018-10-31T22:45:00Z,"NA"
18_19,3245B,3DD.00776ECCC7,3245,11W,114,15.3,fish,LLRTP,batch_1,2018-10-22T21:51:07Z,2018-10-25T00:00:00Z,"NA"
18_19,3250B,3DD.00776F489B,3250,11W,115,16,fish,LLRTP,batch_1,2018-10-22T21:43:30Z,2018-10-31T22:45:00Z,"NA"
18_19,3255B,3DD.00776EFC09,3255,11W,118,17.600000000000001,fish,LLRTP,batch_1,2018-10-22T21:53:23Z,2018-10-25T00:00:00Z,"NA"
18_19,3260B,3DD.007770337F,3260,11W,127,18.7,fish,LLRTP,batch_1,2018-10-31T14:09:14Z,2018-10-31T22:45:00Z,"NA"
18_19,3265B,3DD.00776F5DD0,3265,11W,112,14.8,fish,LLRTP,batch_1,2018-10-22T21:53:37Z,2018-10-24T00:00:00Z,"NA"
18_19,3270B,3DD.00776F540F,3270,11W,112,15.2,fish,LLRTP,batch_1,2018-10-22T21:47:22Z,2018-10-30T23:00:00Z,"NA"
18_19,3275B,3DD.007770544D,3275,11W,114,14.8,fish,LLRTP,batch_1,2018-10-31T14:02:12Z,2018-10-31T22:45:00Z,"NA"
18_19,3280B,3DD.00776F4062,3280,11W,125,21.2,fish,PAHTRP,batch_1,2018-10-22T21:43:16Z,2018-10-29T22:45:00Z,"NA"
18_19,3285B,3DD.0077BBE672,3285,11W,109,14,fish,LLRTP,batch_1,2018-10-22T21:48:48Z,2018-10-31T22:45:00Z,"NA"
18_19,3290B,3DD.00776ED360,3290,11W,109,13.1,fish,LLRTP,batch_1,2018-10-22T21:41:36Z,2018-10-31T22:45:00Z,"NA"
18_19,3295B,3DD.00776F8C1F,3295,11W,118,18.100000000000001,fish,PAHTRP,batch_1,2018-10-22T21:36:46Z,2018-10-29T22:45:00Z,"NA"
18_19,3300B,3DD.00776FE0D8,3300,11W,127,21,fish,LLRTP,batch_1,2018-10-22T21:56:05Z,2018-10-24T00:00:00Z,"NA"
18_19,3305B,3DD.0077B0A242,3305,11W,117,18.399999999999999,fish,LLRTP,batch_1,2018-10-31T17:02:32Z,2018-10-31T22:45:00Z,"NA"
18_19,3310B,3DD.0077B08679,3310,11W,128,23,fish,LLRTP,batch_1,2018-10-31T17:02:08Z,2018-10-31T22:45:00Z,"NA"
18_19,3315B,"NA",3315,"NA","NA","NA",test,"NA",batch_1,2018-10-21T21:35:11Z,NA,"NA"
18_19,3320B,3DD.00776E996D,3320,11W,108,13.2,fish,LLRTP,batch_2,2018-10-22T11:42:18Z,2018-10-31T22:45:00Z,"NA"
18_19,3325B,3DD.00776EC14F,3325,11W,113,15,fish,LLRTP,batch_2,2018-10-22T12:03:52Z,2018-10-25T00:00:00Z,"NA"
18_19,3330B,3DD.00776F967B,3330,11W,111,13.7,fish,LLRTP,batch_2,2018-10-22T11:51:12Z,2018-10-30T23:30:00Z,"NA"
18_19,3335B,3DD.00776F7C05,3335,11W,116,16.3,fish,LLRTP,batch_2,2018-10-22T11:41:36Z,2018-10-24T00:00:00Z,"NA"
18_19,3340B,"NA",3340,"NA","NA","NA",test,"NA",batch_2,2018-10-21T21:36:01Z,NA,"NA"
18_19,3345B,3DD.00776EC5C7,3345,11W,120,17.399999999999999,fish,LLRTP,batch_2,2018-10-22T11:41:21Z,2018-10-30T23:30:00Z,"NA"
18_19,3350B,3DD.00776FECD3,3350,11W,138,25.3,fish,LLRTP,batch_2,2018-10-22T11:42:01Z,2018-10-28T23:00:00Z,"NA"
18_19,3355B,3DD.00776F3A5B,3355,11W,117,15.4,fish,LLRTP,batch_2,2018-10-22T11:56:15Z,2018-10-28T23:00:00Z,"NA"
18_19,3360B,3DD.00776EEDB4,3360,11W,111,13.6,fish,LLRTP,batch_2,2018-10-22T11:50:37Z,2018-10-30T23:30:00Z,"NA"
18_19,3365B,3DD.0077700991,3365,11W,116,14.8,fish,LLRTP,batch_2,2018-10-22T11:45:50Z,2018-10-24T00:00:00Z,"NA"
18_19,3370B,3DD.00777032D6,3370,11W,113,13.4,fish,LLRTP,batch_2,2018-10-22T12:00:52Z,2018-10-31T22:45:00Z,"NA"
18_19,3375B,3DD.00776F3A01,3375,11W,113,15.5,fish,LLRTP,batch_3,2018-10-21T22:21:56Z,2018-10-23T00:00:00Z,"NA"
18_19,3380B,3DD.007770647F,3380,11W,109,13.7,fish,LLRTP,batch_3,2018-10-21T22:03:50Z,2018-10-23T00:00:00Z,"NA"
18_19,3385B,3DD.00776FA491,3385,11W,122,19,fish,LLRTP,batch_3,2018-10-21T21:53:02Z,2018-10-23T00:00:00Z,"NA"
18_19,3390B,3DD.00776F6208,3390,11W,125,22.3,fish,LLRTP,batch_3,2018-10-21T22:20:22Z,2018-10-23T00:00:00Z,"NA"
18_19,3395B,3DD.00776FF8F7,3395,11W,116,17.899999999999999,fish,LLRTP,batch_3,2018-10-21T21:58:48Z,2018-10-23T00:00:00Z,"NA"
18_19,3400B,3DD.00776FEE26,3400,11W,113,15.5,fish,LLRTP,batch_3,2018-10-21T22:01:34Z,2018-10-23T00:00:00Z,"NA"
18_19,3405B,3DD.0077708EF5,3405,11W,114,14.7,fish,LLRTP,batch_3,2018-10-21T22:16:09Z,2018-10-23T00:00:00Z,"NA"
18_19,3410B,"NA",3410,"NA","NA","NA",test,"NA",batch_3,2018-10-21T21:22:39Z,NA,"NA"
18_19,3415B,3DD.00776ECE26,3415,11W,110,14.2,fish,LLRTP,batch_3,2018-10-21T22:16:58Z,2018-10-23T00:00:00Z,"NA"
18_19,3420B,3DD.0077706C61,3420,11W,116,18.8,fish,LLRTP,batch_3,2018-10-21T21:59:07Z,2018-10-23T00:00:00Z,"NA"
18_19,4240B,"NA",4240,"NA","NA","NA",test,"NA",batch_1,2018-10-21T21:21:18Z,NA,"NA"
18_19,4245B,3DD.00776F2AAC,4245,11W,116,15.3,fish,LLRTP,batch_1,2018-10-22T21:35:58Z,2018-10-30T23:30:00Z,"NA"
18_19,4250B,3DD.00776FDEAF,4250,11W,114,13.8,fish,LLRTP,batch_1,2018-10-22T21:34:35Z,2018-10-28T23:00:00Z,"NA"
18_19,4255B,3DD.00776E862D,4255,11W,108,13.6,fish,LLRTP,batch_1,2018-10-22T21:49:01Z,2018-10-30T23:30:00Z,"NA"
18_19,4255T,"NA",4255,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,"NA"
18_19,4260B,3DD.00776EB2A0,4260,11W,111,13.6,fish,LLRTP,batch_1,2018-10-31T14:09:54Z,2018-10-31T22:45:00Z,"NA"
18_19,4260T,"NA",4260,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,"NA"
18_19,4265B,3DD.00776F5755,4265,11W,117,17.899999999999999,fish,LLRTP,batch_1,2018-10-31T14:07:05Z,2018-10-31T22:45:00Z,"NA"
18_19,4265T,"NA",4265,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,"NA"
18_19,4270B,3DD.00776F58C8,4270,11W,116,13.2,fish,LLRTP,batch_1,2018-10-22T21:39:08Z,2018-10-28T23:00:00Z,"NA"
18_19,4270T,"NA",4270,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,"NA"
18_19,4275B,3DD.007770DBDD,4275,11W,120,17.399999999999999,fish,LLRTP,batch_1,2018-10-31T13:58:43Z,2018-10-31T22:45:00Z,"NA"
18_19,4275T,"NA",4275,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,"NA"
18_19,4280B,3DD.00776F2EF2,4280,11W,108,12.3,fish,LLRTP,batch_1,2018-10-31T13:56:46Z,2018-10-31T22:45:00Z,"NA"
18_19,4280T,"NA",4280,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,"NA"
18_19,4285B,3DD.00776F7A87,4285,11W,110,12.9,fish,LLRTP,batch_1,2018-10-22T21:34:04Z,2018-10-28T23:00:00Z,"NA"
18_19,4285T,"NA",4285,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,Lost on bank at North Fork site within detection range
18_19,4290B,3DD.00776EA173,4290,11W,116,16.600000000000001,fish,LLRTP,batch_1,2018-10-22T21:54:04Z,2018-10-24T00:00:00Z,"NA"
18_19,4290T,"NA",4290,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,"NA"
18_19,4295B,3DD.007770A6A7,4295,11W,116,12.7,fish,LLRTP,batch_1,2018-10-22T21:38:53Z,2018-10-30T23:00:00Z,"NA"
18_19,4295T,"NA",4295,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,"NA"
18_19,4300B,3DD.007770DCC2,4300,11W,111,14.4,fish,LLRTP,batch_1,2018-10-22T21:33:46Z,2018-10-28T23:00:00Z,"NA"
18_19,4300T,"NA",4300,"NA","NA","NA",test,"NA",batch_1,2018-10-09T17:15:00Z,NA,"NA"
18_19,4305B,3DD.00776FBD2F,4305,11W,117,16.2,fish,LLRTP,batch_1,2018-10-31T14:03:41Z,2018-10-31T22:45:00Z,"NA"
18_19,4310B,3DD.00776EB311,4310,11W,123,19.7,fish,LLRTP,batch_1,2018-10-31T14:08:13Z,2018-10-31T22:45:00Z,"NA"
18_19,4315B,3DD.00776F9E6D,4315,11W,109,13.2,fish,LLRTP,batch_1,2018-10-22T21:50:27Z,2018-10-24T00:00:00Z,"NA"
18_19,4320B,"NA",4320,"NA","NA","NA",test,"NA",batch_2,2018-10-21T21:42:16Z,NA,"NA"
18_19,4325B,3DD.00776F38C9,4325,11W,115,17.7,fish,LLRTP,batch_2,2018-10-22T11:52:48Z,2018-10-30T23:30:00Z,"NA"
18_19,4330B,3DD.00776F2F08,4330,11W,115,15,fish,LLRTP,batch_2,2018-10-22T11:57:44Z,2018-10-30T23:30:00Z,"NA"
18_19,4335B,3DD.007770F6F9,4335,11W,118,19.600000000000001,fish,LLRTP,batch_2,2018-10-22T11:49:25Z,2018-10-24T00:00:00Z,"NA"
18_19,4340B,3DD.00776EB387,4340,11W,111,13.7,fish,LLRTP,batch_2,2018-10-22T11:49:41Z,2018-10-24T00:00:00Z,"NA"
18_19,4345B,3DD.00776F2F43,4345,11W,123,18.7,fish,LLRTP,batch_2,2018-10-22T11:48:27Z,2018-10-24T00:00:00Z,"NA"
18_19,4350B,3DD.00776F61C9,4350,11W,119,17.899999999999999,fish,LLRTP,batch_2,2018-10-22T12:02:55Z,2018-10-25T00:00:00Z,"NA"
18_19,4355B,3DD.00776F6883,4355,11W,110,13.2,fish,LLRTP,batch_2,2018-10-22T12:02:27Z,2018-10-25T00:00:00Z,"NA"
18_19,4360B,3DD.0077702255,4360,11W,113,15,fish,LLRTP,batch_2,2018-10-22T11:50:23Z,2018-10-31T22:45:00Z,"NA"
18_19,4365B,3DD.00776FCA82,4365,11W,115,15.7,fish,LLRTP,batch_2,2018-10-22T12:04:26Z,2018-10-28T23:00:00Z,"NA"
18_19,4370B,3DD.00776FECC4,4370,11W,110,13.5,fish,LLRTP,batch_3,2018-10-21T21:51:02Z,2018-10-23T00:00:00Z,"NA"
18_19,4375B,3DD.00776EDABF,4375,11W,113,15.2,fish,LLRTP,batch_3,2018-10-21T22:04:25Z,2018-10-23T00:00:00Z,"NA"
18_19,4380B,3DD.007770D5AD,4380,11W,127,25.7,fish,LLRTP,batch_3,2018-10-21T21:59:43Z,2018-10-23T00:00:00Z,"NA"
18_19,4385B,3DD.00776EC0D4,4385,11W,112,15.2,fish,LLRTP,batch_3,2018-10-21T22:09:09Z,2018-10-23T00:00:00Z,"NA"
18_19,4390B,3DD.00776F85E2,4390,11W,112,14.7,fish,LLRTP,batch_3,2018-10-21T22:23:16Z,2018-10-23T00:00:00Z,"NA"
18_19,4395B,3DD.007770321B,4395,11W,116,16.600000000000001,fish,LLRTP,batch_3,2018-10-21T22:16:27Z,2018-10-23T00:00:00Z,"NA"
18_19,4400B,"NA",4400,"NA","NA","NA",test,"NA",batch_3,2018-10-21T21:38:13Z,NA,"NA"
18_19,4405B,3DD.00776EEA38,4405,11W,110,15.1,fish,LLRTP,batch_3,2018-10-21T22:19:09Z,2018-10-23T00:00:00Z,"NA"
18_19,4410B,3DD.00776F976D,4410,11W,117,17,fish,LLRTP,batch_3,2018-10-21T21:22:39Z,2018-10-23T00:00:00Z,"NA"
18_19,4415B,3DD.00776EBEDE,4415,11W,118,18.600000000000001,fish,LLRTP,batch_3,2018-10-21T22:22:37Z,2018-10-23T00:00:00Z,"NA"
18_19,4420B,3DD.007770DD74,4420,11W,115,14.4,fish,LLRTP,batch_3,2018-10-21T22:05:06Z,2018-10-23T00:00:00Z,"NA"
18_19,5240B,3DD.00776E823B,5240,11W,122,20.2,fish,LLRTP,batch_1,2018-10-31T14:05:28Z,2018-10-31T22:45:00Z,"NA"
18_19,5245B,3DD.0077707E3B,5245,11W,120,17,fish,LLRTP,batch_1,2018-10-22T21:46:27Z,2018-10-30T23:00:00Z,"NA"
18_19,5250B,3DD.00776E8F28,5250,11W,114,15.6,fish,PAHTRP,batch_1,2018-10-22T21:36:32Z,2018-10-29T22:45:00Z,"NA"
18_19,5255B,3DD.0077BB9964,5255,11W,127,20,fish,LLRTP,batch_1,2018-10-31T14:14:16Z,2018-10-31T22:45:00Z,"NA"
18_19,5260B,3DD.00776FBC8A,5260,11W,108,12.4,fish,LLRTP,batch_1,2018-10-22T21:49:16Z,2018-10-30T23:00:00Z,"NA"
18_19,5265B,3DD.00776FCA92,5265,11W,115,15.3,fish,LLRTP,batch_1,2018-10-22T21:50:40Z,2018-10-24T00:00:00Z,"NA"
18_19,5270B,3DD.00776E86EC,5270,11W,115,14.6,fish,LLRTP,batch_1,2018-10-22T21:48:19Z,2018-10-24T00:00:00Z,"NA"
18_19,5275B,3DD.00776F8827,5275,11W,126,18.2,fish,LLRTP,batch_1,2018-10-31T14:01:52Z,2018-10-31T22:45:00Z,"NA"
18_19,5280B,3DD.0077706888,5280,11W,109,14.1,fish,LLRTP,batch_1,2018-10-31T14:05:09Z,2018-10-31T22:45:00Z,"NA"
18_19,5285B,3DD.00776F4BE5,5285,11W,118,16.2,fish,LLRTP,batch_1,2018-10-22T21:46:40Z,2018-10-31T22:45:00Z,"NA"
18_19,5290B,3DD.0077700951,5290,11W,116,13.8,fish,LLRTP,batch_1,2018-10-22T21:35:34Z,2018-10-28T23:00:00Z,"NA"
18_19,5295B,3DD.00776F26A9,5295,11W,112,14.7,fish,LLRTP,batch_1,2018-10-22T21:54:17Z,2018-10-24T00:00:00Z,"NA"
18_19,5300B,3DD.00776F539E,5300,11W,113,13.5,fish,LLRTP,batch_1,2018-10-22T21:53:51Z,2018-10-24T00:00:00Z,"NA"
18_19,5300B,"NA",5300,"NA","NA","NA",test,"NA",batch_1,2018-10-21T21:29:10Z,NA,Missing from test jar in basement
18_19,5305B,3DD.00776F88E3,5305,11W,118,16.5,fish,LLRTP,batch_1,2018-10-22T21:55:10Z,2018-10-25T00:00:00Z,"NA"
18_19,5310B,3DD.007770C5AA,5310,11W,118,15.9,fish,LLRTP,batch_1,2018-10-22T21:55:50Z,2018-10-30T23:00:00Z,"NA"
18_19,5315B,3DD.00776E99F0,5315,11W,130,22.7,fish,LLRTP,batch_1,2018-10-31T14:04:30Z,2018-10-31T22:45:00Z,"NA"
18_19,5320B,"NA",5320,"NA","NA","NA",test,"NA",batch_2,2018-10-21T21:20:21Z,NA,"NA"
18_19,5325B,3DD.00776FA3AB,5325,11W,119,17.899999999999999,fish,LLRTP,batch_2,2018-10-22T11:51:37Z,2018-10-30T23:30:00Z,"NA"
18_19,5330B,3DD.00776F4C06,5330,11W,112,14.5,fish,LLRTP,batch_2,2018-10-22T11:44:10Z,2018-10-30T23:30:00Z,"NA"
18_19,5335B,3DD.00776F0458,5335,11W,113,13.7,fish,LLRTP,batch_2,2018-10-22T11:53:50Z,2018-10-31T22:45:00Z,"NA"
18_19,5345B,3DD.007770B220,5345,11W,108,13.1,fish,LLRTP,batch_2,2018-10-22T11:54:22Z,2018-10-30T23:30:00Z,"NA"
18_19,5350B,3DD.00776F62A0,5350,11W,110,17.2,fish,LLRTP,batch_2,2018-10-22T11:55:40Z,2018-10-31T22:45:00Z,"NA"
18_19,5355B,3DD.00776F2DA6,5355,11W,110,13.5,fish,LLRTP,batch_2,2018-10-22T11:58:29Z,2018-10-31T22:45:00Z,"NA"
18_19,5360B,"NA",5360,"NA","NA","NA",test,"NA",batch_2,2018-10-21T21:36:19Z,NA,"NA"
18_19,5365B,3DD.0077709A90,5365,11W,118,17.2,fish,LLRTP,batch_2,2018-10-22T11:54:06Z,2018-10-31T22:45:00Z,"NA"
18_19,5370B,3DD.007770C1C9,5370,11W,121,17.7,fish,LLRTP,batch_3,2018-10-21T21:57:26Z,2018-10-23T00:00:00Z,"NA"
18_19,5375B,3DD.00777015EE,5375,11W,124,20.6,fish,LLRTP,batch_3,2018-10-21T22:14:49Z,2018-10-23T00:00:00Z,"NA"
18_19,5380B,3DD.007770F7B1,5380,11W,115,17.7,fish,LLRTP,batch_3,2018-10-21T22:08:06Z,2018-10-23T00:00:00Z,"NA"
18_19,5385B,3DD.007770C291,5385,11W,110,12.2,fish,LLRTP,batch_3,2018-10-21T22:11:48Z,2018-10-31T22:45:00Z,"NA"
18_19,5390B,3DD.00776FA6AF,5390,11W,119,19.3,fish,LLRTP,batch_3,2018-10-21T21:56:55Z,2018-10-23T00:00:00Z,"NA"
18_19,5395B,3DD.00776F51A8,5395,11W,109,13.9,fish,LLRTP,batch_3,2018-10-21T21:48:26Z,2018-10-23T00:00:00Z,"NA"
18_19,5400B,"NA",5400,"NA","NA","NA",test,"NA",batch_3,2018-10-21T21:18:09Z,NA,"NA"
18_19,5405B,3DD.00776FA478,5405,11W,110,15.1,fish,LLRTP,batch_3,2018-10-21T21:43:01Z,2018-10-23T00:00:00Z,Duplicate Tag. Missing tag 5340B. Made one of tags a test tag
18_19,5405B,"NA",5405,"NA","NA","NA",test,"NA",batch_3,2018-10-21T21:44:00Z,NA,Duplicate Tag. Missing tag 5340B. Made one of tags a test tag
18_19,5410B,3DD.00776EB350,5410,11W,112,13.4,fish,LLRTP,batch_3,2018-10-21T21:56:26Z,2018-10-31T22:45:00Z,"NA"
18_19,5415B,3DD.00776F5CBE,5415,11W,117,15.4,fish,LLRTP,batch_3,2018-10-21T22:05:33Z,2018-10-23T00:00:00Z,"NA"
18_19,5420B,3DD.007770A3FF,5420,11W,110,14.6,fish,LLRTP,batch_3,2018-10-21T22:05:06Z,2018-10-23T00:00:00Z,"NA"
18_19,6240B,3DD.00776FA387,6240,11W,126,20.9,fish,LLRTP,batch_1,2018-10-31T14:08:53Z,2018-10-31T22:45:00Z,"NA"
18_19,6245B,3DD.00776F606F,6245,11W,115,14.2,fish,LLRTP,batch_1,2018-10-22T21:42:45Z,2018-10-31T22:45:00Z,"NA"
18_19,6250B,3DD.00776EB256,6250,11W,113,14.9,fish,LLRTP,batch_1,2018-10-22T21:44:50Z,2018-10-30T23:00:00Z,"NA"
18_19,6255B,3DD.00776F62CE,6255,11W,113,14.8,fish,LLRTP,batch_1,2018-10-31T13:57:16Z,2018-10-31T22:45:00Z,"NA"
18_19,6260B,3DD.00776F8A4E,6260,11W,107,13.8,fish,LLRTP,batch_1,2018-10-31T14:06:25Z,2018-10-31T22:45:00Z,"NA"
18_19,6265B,"NA",6265,"NA","NA","NA",test,"NA",batch_1,2018-10-21T21:27:55Z,NA,"NA"
18_19,6270B,"NA",6270,"NA","NA","NA",test,"NA",batch_1,2018-10-21T21:40:55Z,NA,Lost to river during read range testing
18_19,6275B,3DD.0077AFE17B,6275,11W,109,14.2,fish,LLRTP,batch_1,2018-10-31T14:13:57Z,2018-10-31T22:45:00Z,"NA"
18_19,6280B,3DD.00776EEBCB,6280,11W,122,19.8,fish,LLRTP,batch_1,2018-10-22T21:35:20Z,2018-10-25T00:00:00Z,"NA"
18_19,6285B,3DD.00776F2EE9,6285,11W,117,17.5,fish,PAHTRP,batch_1,2018-10-22T21:41:18Z,2018-10-29T22:45:00Z,"NA"
18_19,6290B,3DD.00776EE53A,6290,11W,112,14.4,fish,LLRTP,batch_1,2018-10-22T21:47:07Z,2018-10-31T22:45:00Z,"NA"
18_19,6295B,3DD.00776FFA6C,6295,11W,115,16.399999999999999,fish,LLRTP,batch_1,2018-10-31T13:57:36Z,2018-10-31T22:45:00Z,"NA"
18_19,6300B,3DD.007770F658,6300,11W,122,20.399999999999999,fish,LLRTP,batch_1,2018-10-22T21:56:31Z,2018-10-31T22:45:00Z,"NA"
18_19,6305B,3DD.0077703095,6305,11W,111,15.3,fish,LLRTP,batch_1,2018-10-22T21:47:50Z,2018-10-30T23:30:00Z,"NA"
18_19,6310B,3DD.0077709815,6310,11W,118,15.7,fish,LLRTP,batch_1,2018-10-31T13:56:06Z,2018-10-31T22:45:00Z,"NA"
18_19,6315B,3DD.00776F3BAD,6315,11W,114,14.7,fish,LLRTP,batch_1,2018-10-22T21:43:01Z,2018-10-31T22:45:00Z,"NA"
18_19,6320B,3DD.00776EEBB1,6320,11W,116,15.2,fish,LLRTP,batch_2,2018-10-22T11:52:08Z,2018-10-31T22:45:00Z,"NA"
18_19,6325B,3DD.00776F0E64,6325,11W,112,12.9,fish,LLRTP,batch_2,2018-10-22T11:59:26Z,2018-10-31T22:45:00Z,"NA"
18_19,6330B,3DD.00776E8651,6330,11W,116,11.9,fish,LLRTP,batch_2,2018-10-22T11:44:43Z,2018-10-30T23:30:00Z,"NA"
18_19,6335B,"NA",6335,"NA","NA","NA",test,"NA",batch_2,2018-10-21T21:20:55Z,NA,"NA"
18_19,6340B,3DD.00776E9AC4,6340,11W,125,21.6,fish,LLRTP,batch_2,2018-10-22T12:01:45Z,2018-10-30T23:30:00Z,"NA"
18_19,6345B,3DD.00776F976C,6345,11W,116,13.5,fish,LLRTP,batch_2,2018-10-22T11:37:28Z,2018-10-28T23:00:00Z,"NA"
18_19,6350B,3DD.00776FEED4,6350,11W,119,16.3,fish,LLRTP,batch_2,2018-10-22T11:39:40Z,2018-10-30T23:30:00Z,"NA"
18_19,6355B,3DD.00777008A5,6355,11W,114,13.2,fish,LLRTP,batch_2,2018-10-22T12:00:22Z,2018-10-31T22:45:00Z,"NA"
18_19,6360B,3DD.00776F89AB,6360,11W,112,13.5,fish,LLRTP,batch_2,2018-10-22T11:37:12Z,2018-10-28T23:00:00Z,"NA"
18_19,6365B,3DD.00776F994D,6365,11W,109,12.9,fish,LLRTP,batch_2,2018-10-22T12:00:36Z,2018-10-31T22:45:00Z,"NA"
18_19,6370B,3DD.0077713934,6370,11W,112,15.1,fish,LLRTP,batch_3,2018-10-21T22:03:11Z,2018-10-23T00:00:00Z,"NA"
18_19,6375B,3DD.0077715711,6375,11W,120,17.399999999999999,fish,LLRTP,batch_3,2018-10-21T22:01:16Z,2018-10-23T00:00:00Z,"NA"
18_19,6380B,3DD.00776F00AA,6380,11W,107,12.5,fish,LLRTP,batch_3,2018-10-21T21:53:31Z,2018-10-23T00:00:00Z,"NA"
18_19,6385B,3DD.00776F6186,6385,11W,119,19.100000000000001,fish,LLRTP,batch_3,2018-10-21T22:15:29Z,2018-10-23T00:00:00Z,"NA"
18_19,6390B,3DD.00776EBFEC,6390,11W,117,15.6,fish,LLRTP,batch_3,2018-10-21T22:20:53Z,2018-10-31T22:45:00Z,"NA"
18_19,6395B,3DD.0077707081,6395,11W,114,15.6,fish,LLRTP,batch_3,2018-10-21T22:21:10Z,2018-10-23T00:00:00Z,"NA"
18_19,6400B,3DD.0077BB97CF,6400,11W,114,15.5,fish,LLRTP,batch_3,2018-10-21T22:02:00Z,2018-10-31T22:45:00Z,"NA"
18_19,6405B,3DD.00776F9DA5,6405,11W,110,14.6,fish,LLRTP,batch_3,2018-10-21T22:00:58Z,2018-10-23T00:00:00Z,"NA"
18_19,6410B,3DD.00776FC98D,6410,11W,104,14.4,fish,LLRTP,batch_3,2018-10-21T22:06:43Z,2018-10-23T00:00:00Z,"NA"
18_19,6415B,3DD.00776E8E48,6415,11W,117,17,fish,LLRTP,batch_3,2018-10-21T22:04:06Z,2018-10-23T00:00:00Z,"NA"
18_19,6420B,"NA",6420,"NA","NA","NA",test,"NA",batch_3,2018-10-21T21:23:37Z,NA,"NA"
18_19,7240B,3DD.00776EA177,7240,11W,115,16.5,fish,LLRTP,batch_1,2018-10-22T21:38:24Z,2018-10-30T23:30:00Z,"NA"
18_19,7245B,3DD.00776F28C9,7245,11W,114,15.6,fish,LLRTP,batch_1,2018-10-22T21:45:56Z,2018-10-30T23:30:00Z,"NA"
18_19,7250B,3DD.00776EEA8C,7250,11W,124,16.2,fish,LLRTP,batch_1,2018-10-22T21:52:51Z,2018-10-24T00:00:00Z,"NA"
18_19,7255B,3DD.00776F0E50,7255,11W,114,14,fish,LLRTP,batch_1,2018-10-31T14:01:10Z,2018-10-31T22:45:00Z,"NA"
18_19,7260B,3DD.00776EA0E5,7260,11W,112,14.4,fish,LLRTP,batch_1,2018-10-22T21:58:01Z,2018-10-31T22:45:00Z,"NA"
18_19,7265B,3DD.0077BBFF6D,7265,11W,111,12.8,fish,LLRTP,batch_1,2018-10-31T14:13:01Z,2018-10-31T22:45:00Z,"NA"
18_19,7270B,3DD.0077BBDB0B,7270,11W,118,18,fish,LLRTP,batch_1,2018-10-31T17:02:44Z,2018-10-31T22:45:00Z,"NA"
18_19,7275B,3DD.00777009B8,7275,11W,108,10.8,fish,LLRTP,batch_1,2018-10-31T14:05:50Z,2018-10-31T22:45:00Z,"NA"
18_19,7280B,3DD.0077B009CF,7280,11W,109,14.3,fish,LLRTP,batch_1,2018-10-31T14:14:55Z,2018-10-31T22:45:00Z,"NA"
18_19,7285B,"NA",7285,"NA","NA","NA",test,"NA",batch_1,2018-10-21T21:27:05Z,NA,"NA"
18_19,7290B,3DD.00776F6F6D,7290,11W,163,43,fish,LLRTP,batch_1,2018-10-22T21:40:05Z,2018-10-28T23:00:00Z,"NA"
18_19,7295B,3DD.00776F3B51,7295,11W,130,18.8,fish,LLRTP,batch_1,2018-10-22T21:58:26Z,2018-10-30T23:30:00Z,"NA"
18_19,7300B,3DD.00776E988C,7300,11W,118,16.2,fish,LLRTP,batch_1,2018-10-22T21:47:36Z,2018-10-30T23:00:00Z,"NA"
18_19,7305B,3DD.007770F7CF,7305,11W,117,16.100000000000001,fish,LLRTP,batch_1,2018-10-22T21:45:38Z,2018-10-30T23:30:00Z,"NA"
