"Tag Code","Mark Rear Type Name","Event Type Name","Event Site Code Value","Event Date Time Value","Event Release Date Time Value","Antenna ID","Antenna Group Configuration Value","CTH Count"
"3DD.007756948D","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007757FFD7","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.00775807F4","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.00775807F4","Wild Fish or Natural Production","Observation","LLR","12/23/2017 6:42:48 PM","","06","120","1"
"3DD.007758092C","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077581F63","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077581F63","Wild Fish or Natural Production","Observation","LLR","10/31/2017 2:14:07 PM","","04","120","1"
"3DD.00775820E9","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077583987","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077583E40","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077583E62","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.0077584600","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077584725","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.0077585571","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.0077586213","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077587457","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775887BC","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.0077588A34","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.0077588A34","Wild Fish or Natural Production","Observation","LLR","11/4/2017 8:36:31 PM","","04","120","1"
"3DD.0077588CBF","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.007758923F","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.0077589352","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.00775894FF","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.007758B164","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.007758B164","Wild Fish or Natural Production","Observation","LLR","11/6/2017 7:17:35 PM","","02","120","1"
"3DD.007758BA44","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.007758C199","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007758C782","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.007758D47E","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.007758D532","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.007758DA93","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007758DE41","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.007758E018","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.007758E22E","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077590408","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","GRJ","4/16/2018 5:34:02 AM","","01","150","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","GRJ","4/16/2018 5:34:05 AM","","02","150","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","GRJ","4/16/2018 5:34:08 AM","","03","150","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","GRJ","4/16/2018 6:19:05 AM","","A1","150","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","GRJ","4/16/2018 6:19:05 AM","","A2","150","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","GRJ","4/16/2018 6:19:21 AM","","C1","150","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","GRJ","4/16/2018 6:19:21 AM","","C2","150","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","GRJ","4/16/2018 6:19:23 AM","","91","150","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","GRJ","4/16/2018 6:19:23 AM","","92","150","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:04:55 PM","","01","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:04:58 PM","","02","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:05:00 PM","","03","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:05:03 PM","","04","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:06:18 PM","","A1","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:06:19 PM","","A2","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:06:19 PM","","A3","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:06:20 PM","","A4","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:06:23 PM","","81","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:06:23 PM","","82","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:06:24 PM","","83","160","1"
"3DD.0077590408","Wild Fish or Natural Production","Observation","JDJ","4/27/2018 4:06:24 PM","","84","160","1"
"3DD.0077590420","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.00775915CD","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.0077592539","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007759279F","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077593F36","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.0077594180","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 8:48:20 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:01:35 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:02:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:03:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:04:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:05:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:06:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:07:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:08:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:09:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:10:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:11:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:12:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:13:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:14:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:15:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:16:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:17:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:18:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:19:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:20:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:21:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:22:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:23:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:24:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:25:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:26:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:27:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:28:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:29:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:30:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:31:36 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:32:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:33:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:34:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:35:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:36:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:37:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:38:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:39:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:40:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:41:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:42:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:43:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:44:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:45:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:46:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:47:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:48:37 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:49:38 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:50:38 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:51:38 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:52:38 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:53:38 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:54:38 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:55:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:56:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:57:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:58:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 9:59:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:00:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:01:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:02:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:03:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:04:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:05:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:06:39 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:07:40 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:08:40 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:09:40 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:10:40 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:11:40 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:12:40 AM","","06","120","1"
"3DD.0077594D2D","Wild Fish or Natural Production","Observation","LLR","10/14/2017 10:13:40 AM","","06","120","1"
"3DD.007759566E","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.007759625E","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.00775973A0","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.00775973A0","Wild Fish or Natural Production","Observation","LLR","11/4/2017 4:58:12 PM","","03","120","1"
"3DD.00775973A0","Wild Fish or Natural Production","Observation","LLR","11/4/2017 5:07:48 PM","","03","120","1"
"3DD.0077597FBB","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775980C2","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.007759817F","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007759853B","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.00775985B9","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.0077599CAD","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007759A105","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007759A6EA","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.007759AA9A","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007759ACE2","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007759B700","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007759B79C","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007759C0A4","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.007759D3FF","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.007759E33C","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LLR","3/20/2018 4:47:05 AM","","06","120","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 6:59:23 AM","","01","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 6:59:25 AM","","02","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 6:59:27 AM","","03","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 6:59:29 AM","","04","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 7:22:17 AM","","A1","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 7:22:17 AM","","A2","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 7:22:17 AM","","A3","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 7:22:17 AM","","A4","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 7:22:20 AM","","31","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 7:22:21 AM","","32","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 7:22:21 AM","","33","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 11:54:30 AM","","91","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 11:54:30 AM","","92","150","1"
"3DD.007759E33C","Wild Fish or Natural Production","Observation","LMJ","4/30/2018 11:54:31 AM","","93","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:02:56 PM","","01","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:02:58 PM","","02","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:03:00 PM","","03","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:03:02 PM","","04","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:09:46 PM","","A1","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:09:46 PM","","A2","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:09:47 PM","","A3","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:09:47 PM","","A4","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:10:02 PM","","11","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:10:02 PM","","12","150","1"
"3DD.007759F91A","Wild Fish or Natural Production","Observation","LMJ","4/29/2018 3:10:02 PM","","13","150","1"
"3DD.00775A070A","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775A1287","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775A194B","Wild Fish or Natural Production","Mark","LEMHIR","11/2/2017 6:00:00 AM","11/3/2017 5:00:00 AM","NA","0","1"
"3DD.00775A32F9","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775A3CC7","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775A4055","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:15:16 AM","","01","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:15:18 AM","","02","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:15:21 AM","","03","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:15:23 AM","","04","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:41:12 AM","","A1","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:41:12 AM","","A2","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:41:12 AM","","A3","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:41:12 AM","","A4","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:41:15 AM","","11","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:41:15 AM","","12","150","1"
"3DD.00775A56FB","Wild Fish or Natural Production","Observation","GOJ","4/24/2018 7:41:16 AM","","13","150","1"
"3DD.00775A6616","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775A7387","Wild Fish or Natural Production","Mark","LEMHIR","10/17/2017 12:15:00 PM","10/17/2017 2:33:00 PM","NA","0","1"
"3DD.00775A7462","Wild Fish or Natural Production","Mark","LEMHIR","10/11/2017 7:08:00 AM","10/11/2017 11:15:00 AM","NA","0","1"
"3DD.00775A7462","Wild Fish or Natural Production","Observation","LLR","10/12/2017 11:06:47 PM","","04","120","1"
"3DD.00775DA7F7","Wild Fish or Natural Production","Mark","LLRTP","10/31/2018 5:30:00 AM","10/31/2018 4:45:00 PM","NA","0","1"
"3DD.00776E05A2","Wild Fish or Natural Production","Mark","LEMTRP","10/24/2019 10:47:18 AM","10/24/2019 6:30:00 PM","NA","0","1"
"3DD.00776E2CFC","Wild Fish or Natural Production","Mark","LLRTP","10/30/2018 7:30:00 AM","10/30/2018 5:30:00 PM","NA","0","1"
"3DD.00776E2CFC","Wild Fish or Natural Production","Observation","LLR","2/12/2019 6:47:02 PM","","06","120","1"
"3DD.00776E3A83","Wild Fish or Natural Production","Mark","LLRTP","10/22/2019 7:00:00 AM","10/22/2019 6:00:00 PM","NA","0","1"
"3DD.00776E3A83","Wild Fish or Natural Production","Observation","LLR","11/22/2019 11:53:59 PM","","02","120","1"
"3DD.00776E3A83","Wild Fish or Natural Production","Observation","LLR","11/22/2019 11:54:00 PM","","02","120","1"
"3DD.00776E3A83","Wild Fish or Natural Production","Observation","LLR","11/22/2019 11:54:08 PM","","05","120","1"
"3DD.00776E49BE","Wild Fish or Natural Production","Mark","LEMTRP","10/28/2019 3:27:42 PM","10/28/2019 8:15:00 PM","NA","0","1"
"3DD.00776E49BE","Wild Fish or Natural Production","Observation","EVL","12/16/2019 5:59:03 PM","","05","100","1"
"3DD.00776E49BE","Wild Fish or Natural Production","Observation","EVU","11/5/2019 12:37:27 AM","","05","100","1"
"3DD.00776E49BE","Wild Fish or Natural Production","Observation","LLR","12/21/2019 7:02:49 PM","","04","120","1"
"3DD.00776E49BE","Wild Fish or Natural Production","Observation","LLR","12/21/2019 7:02:50 PM","","04","120","1"
"3DD.00776E49BE","Wild Fish or Natural Production","Observation","LLR","12/21/2019 7:02:51 PM","","04","120","1"
"3DD.00776E576A","Wild Fish or Natural Production","Mark","LEMTRP","10/24/2019 11:07:41 AM","10/24/2019 6:30:00 PM","NA","0","1"
