"Tag Code","Mark Rear Type Name","Event Type Name","Event Site Code Value","Event Date Time Value","Event Release Date Time Value","Antenna ID","Antenna Group Configuration Value","CTH Count"
"3DD.007770225A","Wild Fish or Natural Production","Observation","LLR","11/28/2018 6:34:27 PM","","03","120","1"
"3DD.007770225A","Wild Fish or Natural Production","Observation","LLR","11/28/2018 6:34:28 PM","","03","120","1"
"3DD.007770225A","Wild Fish or Natural Production","Observation","LLR","11/28/2018 6:34:29 PM","","03","120","1"
"3DD.007770225A","Wild Fish or Natural Production","Observation","LLR","11/28/2018 6:34:30 PM","","03","120","1"
"3DD.007770225A","Wild Fish or Natural Production","Observation","LLR","11/28/2018 6:34:31 PM","","03","120","1"
"3DD.007770225A","Wild Fish or Natural Production","Observation","LLR","11/28/2018 6:34:32 PM","","03","120","1"
"3DD.007770225A","Wild Fish or Natural Production","Observation","LLR","11/28/2018 6:34:33 PM","","03","120","1"
"3DD.007770225A","Wild Fish or Natural Production","Observation","LLR","11/28/2018 6:34:34 PM","","03","120","1"
"3DD.007770225A","Wild Fish or Natural Production","Observation","LLR","11/28/2018 6:36:15 PM","","03","120","1"
"3DD.007770228E","Wild Fish or Natural Production","Mark","LLRTP","10/23/2019 7:00:00 AM","10/23/2019 6:00:00 PM","NA","0","1"
"3DD.00777022B6","Wild Fish or Natural Production","Mark","LEMTRP","10/28/2019 4:35:41 PM","10/28/2019 8:15:00 PM","NA","0","1"
"3DD.00777022FE","Wild Fish or Natural Production","Mark","HYDTRP","10/25/2019 8:41:04 AM","10/25/2019 6:40:00 PM","NA","0","1"
"3DD.00777022FE","Wild Fish or Natural Production","Observation","HYC","10/25/2019 5:36:26 PM","","04","130","1"
"3DD.007770241F","Wild Fish or Natural Production","Mark","LLRTP","10/22/2019 7:00:00 AM","10/22/2019 6:00:00 PM","NA","0","1"
"3DD.007770243A","Wild Fish or Natural Production","Mark","LEMTRP","10/24/2019 1:08:56 PM","10/24/2019 6:30:00 PM","NA","0","1"
"3DD.0077702552","Wild Fish or Natural Production","Mark","LLRTP","10/22/2018 6:00:00 AM","10/22/2018 5:30:00 PM","NA","0","1"
"3DD.007770255D","Wild Fish or Natural Production","Mark","LLRTP","10/30/2018 7:30:00 AM","10/30/2018 5:30:00 PM","NA","0","1"
"3DD.007770255F","Wild Fish or Natural Production","Mark","LLRTP","10/22/2019 7:00:00 AM","10/22/2019 6:00:00 PM","NA","0","1"
"3DD.0077702590","Wild Fish or Natural Production","Mark","LEMTRP","10/28/2019 4:19:18 PM","10/28/2019 8:15:00 PM","NA","0","1"
"3DD.00777025EA","Wild Fish or Natural Production","Mark","LLRTP","10/31/2018 5:30:00 AM","10/31/2018 4:45:00 PM","NA","0","1"
"3DD.00777025EB","Wild Fish or Natural Production","Mark","LEMTRP","10/22/2019 12:00:00 PM","10/22/2019 6:40:00 PM","NA","0","1"
"3DD.007770261B","Wild Fish or Natural Production","Mark","LEMTRP","10/28/2019 3:43:55 PM","10/28/2019 8:15:00 PM","NA","0","1"
"3DD.007770261E","Wild Fish or Natural Production","Mark","LLRTP","10/22/2018 6:00:00 AM","10/22/2018 5:30:00 PM","NA","0","1"
"3DD.0077702FBA","Wild Fish or Natural Production","Mark","LEMTRP","10/28/2019 4:38:15 PM","10/28/2019 8:15:00 PM","NA","0","1"
"3DD.0077702FD5","Wild Fish or Natural Production","Mark","LEMTRP","10/22/2019 12:00:00 PM","10/22/2019 6:40:00 PM","NA","0","1"
"3DD.0077702FDC","Wild Fish or Natural Production","Mark","LLRTP","10/23/2019 7:00:00 AM","10/23/2019 6:00:00 PM","NA","0","1"
"3DD.0077702FE0","Wild Fish or Natural Production","Mark","LLRTP","10/31/2018 5:30:00 AM","10/31/2018 4:45:00 PM","NA","0","1"
"3DD.0077703031","Wild Fish or Natural Production","Mark","LEMTRP","10/24/2019 12:53:54 PM","10/24/2019 6:30:00 PM","NA","0","1"
"3DD.007770304C","Wild Fish or Natural Production","Mark","LEMTRP","10/28/2019 3:59:55 PM","10/28/2019 8:15:00 PM","NA","0","1"
"3DD.0077703070","Wild Fish or Natural Production","Mark","LEMTRP","10/24/2019 12:46:12 PM","10/24/2019 6:30:00 PM","NA","0","1"
"3DD.0077703095","Wild Fish or Natural Production","Mark","LLRTP","10/30/2018 7:30:00 AM","10/30/2018 5:30:00 PM","NA","0","1"
"3DD.00777030A3","Wild Fish or Natural Production","Mark","LLRTP","10/30/2018 7:30:00 AM","10/30/2018 5:30:00 PM","NA","0","1"
"3DD.00777031C0","Wild Fish or Natural Production","Mark","LEMTRP","10/25/2019 6:27:29 AM","10/25/2019 5:40:00 PM","NA","0","1"
"3DD.007770321B","Wild Fish or Natural Production","Mark","LLRTP","10/22/2018 6:00:00 AM","10/22/2018 5:30:00 PM","NA","0","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","GOJ","4/14/2019 2:26:33 PM","","01","150","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","GOJ","4/14/2019 2:26:34 PM","","01","150","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","GOJ","4/14/2019 2:26:36 PM","","02","150","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","GOJ","4/14/2019 2:26:39 PM","","03","150","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","GOJ","4/14/2019 2:26:41 PM","","04","150","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","ICH","4/18/2019 12:32:36 AM","","A1","110","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","ICH","4/18/2019 12:32:37 AM","","A1","110","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","ICH","4/18/2019 12:32:39 AM","","A2","110","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","ICH","4/18/2019 12:32:42 AM","","A3","110","1"
"3DD.007770321B","Wild Fish or Natural Production","Observation","ICH","4/18/2019 12:32:45 AM","","A4","110","1"
"3DD.00777032D6","Wild Fish or Natural Production","Mark","LLRTP","10/31/2018 5:30:00 AM","10/31/2018 4:45:00 PM","NA","0","1"
"3DD.0077703337","Wild Fish or Natural Production","Mark","LEMTRP","10/24/2019 12:38:38 PM","10/24/2019 6:30:00 PM","NA","0","1"
"3DD.0077703346","Wild Fish or Natural Production","Mark","LLRTP","10/22/2018 6:00:00 AM","10/22/2018 5:30:00 PM","NA","0","1"
"3DD.007770335C","Wild Fish or Natural Production","Mark","LLRTP","10/31/2018 5:30:00 AM","10/31/2018 4:45:00 PM","NA","0","1"
"3DD.007770335C","Wild Fish or Natural Production","Observation","LLR","11/4/2018 10:20:36 PM","","01","120","1"
"3DD.007770337D","Wild Fish or Natural Production","Mark","LLRTP","10/23/2019 7:00:00 AM","10/23/2019 6:00:00 PM","NA","0","1"
"3DD.007770337D","Wild Fish or Natural Production","Observation","LLR","10/26/2019 8:11:09 PM","","04","120","1"
"3DD.007770337F","Wild Fish or Natural Production","Mark","LLRTP","10/31/2018 5:30:00 AM","10/31/2018 4:45:00 PM","NA","0","1"
"3DD.00777033C6","Wild Fish or Natural Production","Mark","LEMTRP","10/28/2019 3:56:49 PM","10/28/2019 8:15:00 PM","NA","0","1"
"3DD.0077703D8F","Wild Fish or Natural Production","Mark","LEMTRP","10/25/2019 6:37:01 AM","10/25/2019 5:40:00 PM","NA","0","1"
"3DD.0077703D8F","Wild Fish or Natural Production","Observation","EVU","10/28/2019 10:06:12 PM","","04","100","1"
"3DD.0077703DB4","Wild Fish or Natural Production","Mark","LLRTP","10/31/2018 5:30:00 AM","10/31/2018 4:45:00 PM","NA","0","1"
"3DD.0077703DB8","Wild Fish or Natural Production","Mark","LLRTP","10/31/2018 5:30:00 AM","10/31/2018 4:45:00 PM","NA","0","1"
"3DD.0077703DBF","Wild Fish or Natural Production","Mark","LLRTP","10/31/2018 5:30:00 AM","10/31/2018 4:45:00 PM","NA","0","1"
"3DD.0077703DD7","Wild Fish or Natural Production","Mark","LLRTP","10/28/2018 12:00:00 PM","10/28/2018 5:00:00 PM","NA","0","1"
"3DD.0077703DD7","Wild Fish or Natural Production","Observation","LLR","10/30/2018 10:46:11 PM","","05","120","1"
"3DD.0077703E2F","Wild Fish or Natural Production","Mark","LLRTP","10/30/2018 7:30:00 AM","10/30/2018 5:30:00 PM","NA","0","1"
"3DD.0077703FBB","Wild Fish or Natural Production","Mark","LEMTRP","10/24/2019 12:10:49 PM","10/24/2019 6:30:00 PM","NA","0","1"
"3DD.0077703FEC","Wild Fish or Natural Production","Mark","LEMTRP","10/25/2019 7:09:58 AM","10/25/2019 5:40:00 PM","NA","0","1"
"3DD.0077703FF3","Wild Fish or Natural Production","Mark","LEMTRP","10/24/2019 12:39:33 PM","10/24/2019 6:30:00 PM","NA","0","1"
"3DD.0077703FF7","Wild Fish or Natural Production","Mark","LEMTRP","10/28/2019 4:06:54 PM","10/28/2019 8:15:00 PM","NA","0","1"
"3DD.0077703FFF","Wild Fish or Natural Production","Mark","LLRTP","10/23/2019 7:00:00 AM","10/23/2019 6:00:00 PM","NA","0","1"
"3DD.0077704A1A","Wild Fish or Natural Production","Mark","LEMTRP","10/25/2019 6:25:08 AM","10/25/2019 5:40:00 PM","NA","0","1"
"3DD.0077704A60","Wild Fish or Natural Production","Mark","LEMTRP","10/28/2019 4:21:07 PM","10/28/2019 8:15:00 PM","NA","0","1"
"3DD.0077704B79","Wild Fish or Natural Production","Mark","LLRTP","10/23/2019 7:00:00 AM","10/23/2019 6:00:00 PM","NA","0","1"
"3DD.0077704B79","Wild Fish or Natural Production","Observation","LLR","10/23/2019 8:46:48 PM","","05","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Mark","LLRTP","10/22/2019 7:00:00 AM","10/22/2019 6:00:00 PM","NA","0","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 6:56:34 PM","","02","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:15 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:16 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:17 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:18 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:19 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:20 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:21 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:22 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:23 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:24 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:25 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:26 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:27 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:28 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:29 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:30 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:31 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:32 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:33 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:34 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:35 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:36 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 7:04:37 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:48:46 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:48:47 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:48:48 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:48:49 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:02 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:03 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:04 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:06 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:07 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:08 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:09 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:10 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:11 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:12 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:13 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:14 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:15 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:16 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:17 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:18 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:19 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:20 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:21 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:22 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:23 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:24 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:25 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:26 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:27 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:28 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:29 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:30 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:31 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:32 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:33 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:35 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:41 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:45 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:46 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:47 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:48 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:49 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:50 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:51 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:52 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:53 PM","","03","120","2"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:54 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:55 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:56 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:57 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:58 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:49:59 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:00 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:01 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:02 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:03 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:04 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:05 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:07 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:08 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:09 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:10 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:11 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:12 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:13 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:14 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:15 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:16 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:17 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:18 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:19 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:20 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:21 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:22 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:23 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:24 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:25 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:26 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:27 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:28 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:29 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:30 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:31 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:32 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:33 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:34 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:35 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:36 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:37 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:38 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:39 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:40 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:41 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:42 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:43 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:44 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:45 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:46 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:47 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:48 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:49 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:50 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:53 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:54 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:55 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:56 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:57 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:58 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:50:59 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:00 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:01 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:02 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:03 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:04 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:05 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:06 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:07 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:08 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:09 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:10 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:11 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:12 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:13 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:14 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:15 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:16 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:17 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:18 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:19 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:20 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:21 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:22 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:23 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:24 PM","","03","120","1"
"3DD.0077704B8F","Wild Fish or Natural Production","Observation","LLR","2/1/2020 8:51:25 PM","","03","120","1"
